,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,14.3%,52.1%,47.9%,"1,281,324"
1,2,Haven,14.4%,51.1%,48.9%,"1,295,043"
2,3,Breeze,14.2%,50.8%,49.2%,"1,277,040"
3,4,Icebox,14.4%,50.6%,49.4%,"1,295,094"
4,5,Fracture,14.0%,50.0%,"1,257,150",
5,6,Bind,14.4%,48.3%,51.7%,"1,296,471"
6,7,Ascent,14.3%,48.1%,51.9%,"1,282,701"
