,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,19.7%,51.8%,48.2%,"191,097"
1,2,Haven,20.4%,50.6%,49.4%,"197,829"
2,3,Split,19.7%,49.4%,50.6%,"191,148"
3,4,Bind,20.3%,49.1%,50.9%,"196,809"
4,5,Ascent,20.0%,48.6%,51.4%,"194,769"
