,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,10.0%,53.0%,47.0%,"1,201,509"
1,2,Haven,15.1%,51.1%,48.9%,"1,817,997"
2,3,Icebox,15.1%,51.1%,48.9%,"1,823,250"
3,4,Fracture,14.7%,51.0%,49.0%,"1,776,840"
4,5,Breeze,14.7%,50.9%,49.1%,"1,771,383"
5,6,Bind,15.2%,48.8%,51.2%,"1,828,452"
6,7,Ascent,15.2%,48.2%,51.8%,"1,830,390"
