,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,14.2%,51.5%,48.5%,"860,523"
1,2,Haven,14.5%,50.7%,49.3%,"881,892"
2,3,Breeze,14.2%,50.5%,49.5%,"860,829"
3,4,Fracture,14.2%,50.0%,"864,552",
4,5,Bind,14.5%,47.9%,52.1%,"884,289"
5,6,Ascent,14.3%,47.8%,52.2%,"867,408"
