,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Haven,17.7%,51.5%,48.5%,"1,509,957"
1,2,Breeze,12.6%,51.4%,48.6%,"1,080,843"
2,3,Icebox,16.9%,50.9%,49.1%,"1,449,828"
3,4,Split,17.2%,48.4%,51.6%,"1,474,053"
4,5,Ascent,17.7%,48.4%,51.6%,"1,516,791"
5,6,Bind,17.8%,48.3%,51.7%,"1,521,330"
