,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Breeze,13.6%,51.7%,48.3%,"88,689"
1,2,Icebox,15.8%,50.9%,49.1%,"102,408"
2,3,Haven,15.4%,50.6%,49.4%,"100,062"
3,4,Fracture,7.9%,50.5%,49.5%,"51,255"
4,5,Ascent,16.0%,48.4%,51.6%,"104,295"
5,6,Bind,16.2%,47.3%,52.7%,"105,213"
6,7,Split,15.0%,46.7%,53.3%,"97,767"
