,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Breeze,13.3%,51.2%,48.8%,"961,044"
1,2,Haven,15.0%,51.1%,48.9%,"1,085,739"
2,3,Icebox,15.0%,51.1%,48.9%,"1,084,209"
3,4,Fracture,11.2%,50.3%,49.7%,"810,441"
4,5,Split,15.0%,48.0%,52.0%,"1,082,424"
5,6,Ascent,15.4%,47.8%,52.2%,"1,110,933"
6,7,Bind,15.2%,47.8%,52.2%,"1,097,928"
