,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,17.5%,50.6%,49.4%,"136,833"
1,2,Breeze,8.8%,50.5%,49.5%,"69,309"
2,3,Haven,18.5%,50.1%,49.9%,"144,738"
3,4,Ascent,19.0%,47.0%,53.0%,"148,665"
4,5,Split,17.6%,46.7%,53.3%,"138,057"
5,6,Bind,18.6%,46.6%,53.4%,"145,605"
