,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,16.8%,51.8%,48.2%,"946,968"
1,2,Breeze,14.3%,51.7%,48.3%,"803,709"
2,3,Haven,17.2%,50.9%,49.1%,"965,736"
3,4,Bind,17.1%,49.0%,51.0%,"961,860"
4,5,Split,17.3%,48.8%,51.2%,"970,530"
5,6,Ascent,17.4%,48.5%,51.5%,"976,446"
