,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,14.1%,52.6%,47.4%,"684,981"
1,2,Fracture,14.2%,52.1%,47.9%,"687,786"
2,3,Breeze,14.4%,51.5%,48.5%,"695,436"
3,4,Haven,14.3%,51.3%,48.7%,"694,773"
4,5,Bind,14.4%,49.2%,50.8%,"695,436"
5,6,Ascent,14.4%,48.3%,51.7%,"697,986"
