,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,14.1%,52.0%,48.0%,"1,213,443"
1,2,Haven,14.4%,51.0%,49.0%,"1,241,187"
2,3,Fracture,14.2%,51.0%,49.0%,"1,227,315"
3,4,Breeze,14.3%,50.8%,49.2%,"1,232,823"
4,5,Bind,14.4%,48.3%,51.7%,"1,239,810"
5,6,Ascent,14.4%,48.0%,52.0%,"1,242,003"
