,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Breeze,13.4%,50.2%,49.8%,"71,655"
1,2,Icebox,14.8%,50.1%,49.9%,"79,305"
2,3,Haven,14.5%,49.6%,50.4%,"77,673"
3,4,Fracture,12.4%,47.4%,52.6%,"66,351"
4,5,Bind,15.3%,47.3%,52.7%,"81,855"
5,6,Split,15.1%,47.2%,52.8%,"81,090"
6,7,Ascent,14.7%,46.1%,53.9%,"78,693"
