,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Haven,17.6%,51.3%,48.7%,"504,645"
1,2,Breeze,12.8%,50.8%,49.2%,"368,220"
2,3,Icebox,16.8%,50.5%,49.5%,"480,675"
3,4,Split,17.1%,48.4%,51.6%,"491,436"
4,5,Ascent,17.8%,48.2%,51.8%,"510,000"
5,6,Bind,17.8%,47.5%,52.5%,"510,816"
