,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,13.6%,51.4%,48.6%,"10,200"
1,2,Breeze,14.5%,50.7%,49.3%,"10,914"
2,3,Haven,14.3%,49.4%,50.6%,"10,710"
3,4,Fracture,13.3%,47.6%,52.4%,"9,996"
4,5,Bind,15.2%,46.4%,53.6%,"11,373"
5,6,Split,15.2%,46.0%,54.0%,"11,424"
6,7,Ascent,13.9%,46.0%,54.0%,"10,404"
