,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Fracture,11.7%,51.3%,48.7%,"211,548"
1,2,Icebox,14.7%,51.2%,48.8%,"266,271"
2,3,Breeze,13.7%,50.9%,49.1%,"247,707"
3,4,Haven,14.8%,50.8%,49.2%,"267,291"
4,5,Bind,15.3%,48.5%,51.5%,"276,981"
5,6,Split,14.7%,48.5%,51.5%,"265,047"
6,7,Ascent,15.0%,47.6%,52.4%,"270,759"
