,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,14.2%,52.2%,47.8%,"1,442,382"
1,2,Fracture,14.0%,51.7%,48.3%,"1,428,867"
2,3,Haven,14.4%,51.2%,48.8%,"1,460,895"
3,4,Breeze,14.3%,51.2%,48.8%,"1,453,500"
4,5,Bind,14.3%,48.8%,51.2%,"1,454,673"
5,6,Ascent,14.5%,48.2%,51.8%,"1,474,767"
