,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Fracture,6.9%,51.6%,48.4%,"562,071"
1,2,Breeze,13.2%,51.6%,48.4%,"1,079,874"
2,3,Haven,16.2%,51.4%,48.6%,"1,329,417"
3,4,Icebox,15.7%,51.2%,48.8%,"1,284,843"
4,5,Ascent,16.1%,48.5%,51.5%,"1,322,634"
5,6,Split,15.8%,48.5%,51.5%,"1,294,074"
6,7,Bind,16.2%,48.4%,51.6%,"1,325,745"
