,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,14.0%,50.8%,49.2%,"446,811"
1,2,Haven,14.5%,50.5%,49.5%,"465,120"
2,3,Breeze,14.4%,50.4%,49.6%,"460,428"
3,4,Fracture,14.1%,49.3%,50.7%,"450,483"
4,5,Bind,14.4%,48.0%,52.0%,"462,417"
5,6,Ascent,14.3%,47.4%,52.6%,"457,419"
