,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Breeze,13.8%,51.7%,48.3%,"1,312,026"
1,2,Icebox,16.8%,51.5%,48.5%,"1,598,544"
2,3,Haven,17.3%,51.0%,49.0%,"1,640,670"
3,4,Bind,17.3%,48.9%,51.1%,"1,637,712"
4,5,Split,17.3%,48.6%,51.4%,"1,641,129"
5,6,Ascent,17.5%,48.4%,51.6%,"1,658,622"
