,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Breeze,13.0%,51.5%,48.5%,"659,736"
1,2,Fracture,7.1%,51.4%,48.6%,"361,845"
2,3,Haven,16.2%,51.3%,48.7%,"820,641"
3,4,Icebox,15.8%,51.1%,48.9%,"800,751"
4,5,Ascent,16.1%,48.4%,51.6%,"817,326"
5,6,Split,15.6%,48.4%,51.6%,"790,653"
6,7,Bind,16.3%,48.2%,51.8%,"826,557"
