,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,10.5%,52.4%,47.6%,"1,088,238"
1,2,Haven,15.0%,50.9%,49.1%,"1,552,185"
2,3,Icebox,15.0%,50.7%,49.3%,"1,557,795"
3,4,Breeze,14.7%,50.6%,49.4%,"1,523,574"
4,5,Fracture,14.8%,49.6%,50.4%,"1,532,805"
5,6,Bind,15.0%,48.2%,51.8%,"1,551,012"
6,7,Ascent,15.0%,47.9%,52.1%,"1,552,593"
