,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,10.4%,52.2%,47.8%,"770,253"
1,2,Haven,15.4%,50.8%,49.2%,"1,140,360"
2,3,Icebox,14.9%,50.4%,49.6%,"1,105,986"
3,4,Breeze,14.7%,50.4%,49.6%,"1,087,524"
4,5,Fracture,14.7%,48.7%,51.3%,"1,088,034"
5,6,Bind,15.0%,47.8%,52.2%,"1,112,157"
6,7,Ascent,14.9%,47.8%,52.2%,"1,103,997"
