,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Breeze,14.0%,51.5%,48.5%,"1,181,976"
1,2,Icebox,14.4%,51.4%,48.6%,"1,211,811"
2,3,Fracture,14.1%,51.3%,48.7%,"1,190,493"
3,4,Haven,14.4%,51.2%,48.8%,"1,217,574"
4,5,Bind,14.5%,49.2%,50.8%,"1,224,867"
5,6,Split,14.1%,48.5%,51.5%,"1,187,025"
6,7,Ascent,14.4%,48.3%,51.7%,"1,214,922"
