,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Fracture,6.8%,51.7%,48.3%,"628,932"
1,2,Breeze,13.1%,51.5%,48.5%,"1,220,175"
2,3,Haven,16.1%,51.5%,48.5%,"1,496,442"
3,4,Icebox,15.6%,51.2%,48.8%,"1,451,460"
4,5,Bind,16.1%,48.6%,51.4%,"1,495,881"
5,6,Split,16.0%,48.5%,51.5%,"1,485,528"
6,7,Ascent,16.3%,48.4%,51.6%,"1,511,283"
