,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,14.6%,51.2%,48.8%,"206,601"
1,2,Haven,14.8%,51.0%,49.0%,"209,151"
2,3,Fracture,12.1%,50.9%,49.1%,"171,105"
3,4,Breeze,14.1%,50.9%,49.1%,"199,206"
4,5,Split,14.3%,48.6%,51.4%,"202,878"
5,6,Bind,15.2%,48.4%,51.6%,"215,883"
6,7,Ascent,15.0%,47.7%,52.3%,"211,905"
