,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Haven,14.5%,50.5%,49.5%,"371,484"
1,2,Breeze,13.8%,50.1%,49.9%,"353,838"
2,3,Icebox,14.3%,49.9%,50.1%,"366,027"
3,4,Fracture,14.1%,47.8%,52.2%,"361,080"
4,5,Split,14.1%,47.6%,52.4%,"362,202"
5,6,Ascent,14.7%,47.5%,52.5%,"376,482"
6,7,Bind,14.5%,47.1%,52.9%,"371,943"
