,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,14.3%,52.4%,47.6%,"1,146,225"
1,2,Fracture,14.1%,52.1%,47.9%,"1,129,446"
2,3,Breeze,14.3%,51.3%,48.7%,"1,146,123"
3,4,Haven,14.3%,51.3%,48.7%,"1,150,101"
4,5,Bind,14.2%,49.2%,50.8%,"1,143,012"
5,6,Ascent,14.5%,48.3%,51.7%,"1,159,281"
