,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,14.8%,51.4%,48.6%,"322,830"
1,2,Breeze,13.3%,51.1%,48.9%,"290,649"
2,3,Haven,14.9%,50.4%,49.6%,"325,227"
3,4,Fracture,12.0%,49.0%,51.0%,"260,406"
4,5,Split,14.5%,47.4%,52.6%,"315,843"
5,6,Ascent,15.1%,47.2%,52.8%,"329,766"
6,7,Bind,15.3%,46.9%,53.1%,"332,418"
