,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,19.3%,51.5%,48.5%,"731,901"
1,2,Haven,20.1%,50.6%,49.4%,"764,031"
2,3,Bind,20.2%,49.0%,51.0%,"765,306"
3,4,Split,20.5%,48.7%,51.3%,"777,852"
4,5,Ascent,20.0%,48.1%,51.9%,"758,931"
