,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Breeze,9.0%,51.6%,48.4%,"733,890"
1,2,Icebox,17.5%,51.2%,48.8%,"1,437,792"
2,3,Haven,18.2%,50.9%,49.1%,"1,491,444"
3,4,Bind,18.5%,48.7%,51.3%,"1,513,986"
4,5,Split,18.3%,48.3%,51.7%,"1,496,493"
5,6,Ascent,18.6%,48.1%,51.9%,"1,522,758"
