,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,10.7%,51.5%,48.5%,"294,117"
1,2,Haven,15.3%,50.7%,49.3%,"418,200"
2,3,Breeze,14.6%,50.4%,49.6%,"399,075"
3,4,Icebox,15.0%,50.0%,"411,570",
4,5,Fracture,14.6%,47.9%,52.1%,"400,299"
5,6,Ascent,14.7%,47.5%,52.5%,"403,206"
6,7,Bind,15.1%,47.2%,52.8%,"414,171"
