,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,14.2%,52.0%,48.0%,"1,188,657"
1,2,Haven,14.5%,51.1%,48.9%,"1,206,456"
2,3,Breeze,14.1%,50.7%,49.3%,"1,181,262"
3,4,Icebox,14.4%,50.5%,49.5%,"1,200,438"
4,5,Fracture,14.1%,50.0%,"1,174,938",
5,6,Bind,14.4%,48.2%,51.8%,"1,206,252"
6,7,Ascent,14.3%,48.1%,51.9%,"1,189,881"
