,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Haven,14.4%,51.0%,49.0%,"1,037,085"
1,2,Breeze,14.1%,50.5%,49.5%,"1,014,492"
2,3,Icebox,14.3%,50.5%,49.5%,"1,028,466"
3,4,Fracture,13.9%,49.5%,50.5%,"998,376"
4,5,Ascent,14.4%,47.9%,52.1%,"1,036,218"
5,6,Split,14.3%,47.9%,52.1%,"1,030,353"
6,7,Bind,14.5%,47.6%,52.4%,"1,045,704"
