,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Haven,14.3%,50.8%,49.2%,"765,255"
1,2,Breeze,14.0%,50.4%,49.6%,"747,354"
2,3,Icebox,14.4%,50.2%,49.8%,"769,692"
3,4,Fracture,14.1%,49.0%,51.0%,"754,443"
4,5,Split,14.3%,48.0%,52.0%,"761,430"
5,6,Ascent,14.4%,47.8%,52.2%,"770,610"
6,7,Bind,14.4%,47.6%,52.4%,"770,151"
