,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Breeze,14.0%,52.4%,47.6%,"36,873"
1,2,Pearl,13.6%,52.0%,48.0%,"35,955"
2,3,Haven,13.4%,50.7%,49.3%,"35,394"
3,4,Fracture,15.1%,50.7%,49.3%,"39,780"
4,5,Bind,14.6%,49.5%,50.5%,"38,556"
5,6,Ascent,15.2%,49.1%,50.9%,"40,137"
