,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,19.1%,51.2%,48.8%,"1,166,370"
1,2,Haven,20.2%,50.7%,49.3%,"1,231,956"
2,3,Bind,20.3%,48.9%,51.1%,"1,242,054"
3,4,Split,20.3%,48.4%,51.6%,"1,240,575"
4,5,Ascent,20.1%,47.9%,52.1%,"1,226,091"
