,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,15.3%,52.1%,47.9%,"578,238"
1,2,Breeze,14.1%,51.9%,48.1%,"534,174"
2,3,Haven,15.8%,51.2%,48.8%,"598,128"
3,4,Fracture,7.7%,51.1%,48.9%,"290,598"
4,5,Split,15.7%,49.5%,50.5%,"593,742"
5,6,Bind,15.8%,49.2%,50.8%,"597,363"
6,7,Ascent,15.7%,48.6%,51.4%,"593,946"
