,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Breeze,13.4%,51.6%,48.4%,"230,979"
1,2,Fracture,7.6%,51.2%,48.8%,"131,733"
2,3,Haven,15.8%,51.2%,48.8%,"272,646"
3,4,Icebox,15.5%,51.0%,49.0%,"267,801"
4,5,Ascent,16.5%,48.0%,52.0%,"285,447"
5,6,Bind,15.9%,47.6%,52.4%,"274,890"
6,7,Split,15.2%,47.4%,52.6%,"261,936"
