,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Haven,20.8%,51.3%,48.7%,"6,283"
1,2,Icebox,16.8%,49.4%,50.6%,"5,069"
2,3,Ascent,21.6%,47.9%,52.1%,"6,501"
3,4,Bind,21.4%,47.5%,52.5%,"6,450"
4,5,Split,19.4%,47.3%,52.7%,"5,853"
