,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,16.7%,52.3%,47.7%,"333,999"
1,2,Breeze,14.9%,52.1%,47.9%,"298,248"
2,3,Haven,16.7%,50.7%,49.3%,"335,325"
3,4,Split,17.3%,49.0%,51.0%,"345,984"
4,5,Bind,17.2%,49.0%,51.0%,"343,893"
5,6,Ascent,17.3%,48.7%,51.3%,"346,341"
