,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,15.4%,52.2%,47.8%,"308,091"
1,2,Breeze,14.3%,51.8%,48.2%,"285,600"
2,3,Haven,15.6%,51.3%,48.7%,"310,947"
3,4,Fracture,7.9%,51.2%,48.8%,"158,049"
4,5,Split,15.6%,49.6%,50.4%,"311,661"
5,6,Bind,15.6%,49.0%,51.0%,"311,304"
6,7,Ascent,15.5%,48.7%,51.3%,"309,876"
