,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,14.5%,50.8%,49.2%,"107,559"
1,2,Breeze,13.3%,50.4%,49.6%,"98,481"
2,3,Haven,15.1%,50.3%,49.7%,"111,435"
3,4,Fracture,12.1%,48.4%,51.6%,"89,352"
4,5,Split,14.6%,47.6%,52.4%,"108,120"
5,6,Bind,16.2%,47.1%,52.9%,"119,748"
6,7,Ascent,14.2%,47.0%,53.0%,"105,162"
