,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,9.9%,53.4%,46.6%,"825,894"
1,2,Icebox,15.1%,51.4%,48.6%,"1,261,026"
2,3,Haven,15.0%,51.2%,48.8%,"1,254,039"
3,4,Fracture,14.8%,51.2%,48.8%,"1,241,493"
4,5,Breeze,14.9%,51.1%,48.9%,"1,248,480"
5,6,Bind,15.0%,49.1%,50.9%,"1,258,017"
6,7,Ascent,15.2%,48.2%,51.8%,"1,270,053"
