,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,15.1%,51.1%,48.9%,"413,304"
1,2,Breeze,13.3%,51.0%,49.0%,"365,517"
2,3,Haven,14.8%,51.0%,49.0%,"405,705"
3,4,Fracture,11.5%,50.9%,49.1%,"316,608"
4,5,Bind,15.3%,48.7%,51.3%,"419,526"
5,6,Split,14.9%,48.1%,51.9%,"408,612"
6,7,Ascent,15.1%,47.8%,52.2%,"414,069"
