,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,14.2%,52.3%,47.7%,"1,446,462"
1,2,Fracture,14.1%,51.5%,48.5%,"1,436,619"
2,3,Breeze,14.2%,51.1%,48.9%,"1,443,657"
3,4,Haven,14.3%,51.1%,48.9%,"1,458,447"
4,5,Bind,14.2%,48.8%,51.2%,"1,447,023"
5,6,Ascent,14.5%,48.2%,51.8%,"1,473,237"
