,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,14.1%,52.3%,47.7%,"205,683"
1,2,Breeze,14.1%,51.8%,48.2%,"205,479"
2,3,Fracture,14.1%,51.7%,48.3%,"206,040"
3,4,Haven,14.4%,51.3%,48.7%,"210,069"
4,5,Split,14.6%,49.7%,50.3%,"212,976"
5,6,Bind,14.3%,49.3%,50.7%,"209,253"
6,7,Ascent,14.5%,48.9%,51.1%,"211,344"
