,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,14.0%,51.0%,49.0%,"605,268"
1,2,Haven,14.5%,50.7%,49.3%,"628,524"
2,3,Breeze,14.2%,50.5%,49.5%,"611,847"
3,4,Fracture,14.2%,49.3%,50.7%,"612,357"
4,5,Bind,14.4%,47.9%,52.1%,"623,679"
5,6,Ascent,14.3%,47.5%,52.5%,"619,242"
