,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,14.2%,51.3%,48.7%,"1,379,703"
1,2,Fracture,13.8%,51.2%,48.8%,"1,342,218"
2,3,Breeze,14.2%,51.1%,48.9%,"1,383,375"
3,4,Haven,14.3%,51.0%,49.0%,"1,393,422"
4,5,Bind,14.4%,48.7%,51.3%,"1,402,704"
5,6,Split,14.4%,48.5%,51.5%,"1,398,267"
6,7,Ascent,14.5%,48.3%,51.7%,"1,412,802"
