,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,13.7%,53.2%,46.8%,"32,232"
1,2,Breeze,14.4%,52.0%,48.0%,"33,915"
2,3,Haven,14.2%,52.0%,48.0%,"33,456"
3,4,Icebox,14.2%,51.8%,48.2%,"33,354"
4,5,Fracture,13.9%,51.0%,49.0%,"32,742"
5,6,Ascent,15.1%,49.8%,50.2%,"35,496"
6,7,Bind,14.3%,49.2%,50.8%,"33,609"
