,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Haven,23.0%,50.9%,49.1%,"1,812"
1,2,Icebox,16.9%,49.5%,50.5%,"1,336"
2,3,Bind,20.7%,47.3%,52.7%,"1,637"
3,4,Ascent,20.9%,47.2%,52.8%,"1,653"
4,5,Split,18.4%,46.5%,53.5%,"1,456"
