,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Pearl,14.3%,53.0%,47.0%,"341,955"
1,2,Breeze,14.1%,51.8%,48.2%,"337,161"
2,3,Icebox,14.5%,51.8%,48.2%,"346,137"
3,4,Fracture,14.1%,51.6%,48.4%,"338,334"
4,5,Haven,14.1%,51.1%,48.9%,"337,773"
5,6,Bind,14.4%,49.6%,50.4%,"344,709"
6,7,Ascent,14.5%,48.6%,51.4%,"347,361"
