,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Haven,20.6%,51.4%,48.6%,"55,673"
1,2,Icebox,17.3%,50.8%,49.2%,"46,698"
2,3,Bind,20.9%,48.8%,51.2%,"56,363"
3,4,Split,20.4%,48.6%,51.4%,"54,958"
4,5,Ascent,20.8%,48.0%,52.0%,"56,163"
