,Rank,Map,Play Rate,Atk Round Win %,Def Round Win %,Matches
0,1,Icebox,14.7%,51.4%,48.6%,"403,257"
1,2,Breeze,13.3%,51.1%,48.9%,"364,446"
2,3,Haven,14.9%,50.7%,49.3%,"408,612"
3,4,Fracture,11.9%,49.3%,50.7%,"324,513"
4,5,Split,14.8%,47.5%,52.5%,"405,144"
5,6,Ascent,15.2%,47.3%,52.7%,"416,109"
6,7,Bind,15.1%,47.0%,53.0%,"413,253"
