,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.11, 17.2  /  15.5  /  4.5 ,51.7%,15.2%,242,0.2%,"14,886"
1,2,Jett,1.08, 17  /  15.7  /  3.6 ,49.9%,13.9%,237,0.2%,"13,638"
2,3,Sage,0.95, 13.9  /  14.7  /  7 ,50.9%,11.3%,196,0.1%,"11,135"
3,4,Raze,1.04, 16.4  /  15.8  /  4.8 ,50.0%,9.8%,239,0.1%,"9,612"
4,5,Brimstone,0.94, 14.1  /  15  /  5.6 ,50.3%,9.2%,200,0.1%,"9,014"
5,6,Omen,0.96, 14.7  /  15.3  /  4.1 ,48.1%,8.4%,203,0.1%,"8,293"
6,7,Killjoy,0.98, 13.9  /  14.3  /  3.9 ,51.7%,7.8%,197,0.1%,"7,655"
7,8,Sova,0.99, 14.3  /  14.4  /  6.5 ,49.2%,6.9%,206,0.1%,"6,746"
8,9,Phoenix,1.06, 16.4  /  15.5  /  4.4 ,51.7%,5.7%,231,0.2%,"5,572"
9,10,Cypher,0.95, 14  /  14.8  /  4.8 ,45.8%,5.0%,193,0.1%,"4,930"
10,11,Yoru,0.91, 14.4  /  15.8  /  3.9 ,42.8%,2.9%,202,0.1%,"2,824"
11,12,Breach,0.87, 13.4  /  15.4  /  6 ,40.6%,2.3%,193,0.1%,"2,233"
12,13,Viper,0.97, 14.2  /  14.7  /  3.5 ,49.3%,0.9%,199,0.1%,874
13,14,Skye,0.91, 14  /  15.4  /  5 ,48.7%,0.8%,190,0.1%,744
