,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.9, 13.1  /  14.6  /  7.2 ,50.5%,12.7%,188,0.1%,"1,111,534"
1,2,Reyna,1.15, 17.5  /  15.2  /  4.6 ,50.4%,11.7%,249,0.1%,"1,028,425"
2,3,Omen,0.99, 14.8  /  15  /  6 ,49.1%,8.5%,208,0.1%,"741,434"
3,4,Raze,1.04, 16.1  /  15.4  /  5 ,50.3%,7.8%,238,0.1%,"680,545"
4,5,Jett,1.08, 16.8  /  15.5  /  4 ,49.6%,7.5%,239,0.1%,"660,410"
5,6,Killjoy,0.99, 14  /  14.2  /  4.1 ,50.4%,6.1%,201,0.1%,"532,129"
6,7,Skye,0.92, 13.6  /  14.8  /  7.7 ,49.3%,5.3%,195,0.1%,"461,190"
7,8,Brimstone,0.96, 14.2  /  14.8  /  7.6 ,50.1%,5.0%,207,0.1%,"441,176"
8,9,Gekko,0.91, 13.6  /  14.9  /  4.7 ,49.3%,4.4%,192,0.1%,"383,585"
9,10,Cypher,1, 14.2  /  14.3  /  5 ,49.3%,4.2%,200,0.1%,"365,000"
10,11,Phoenix,1.08, 16.3  /  15.1  /  4.7 ,49.7%,3.8%,234,0.1%,"331,375"
11,12,Viper,0.97, 14.1  /  14.6  /  5.3 ,48.9%,3.3%,201,0.1%,"291,746"
12,13,Sova,0.95, 14  /  14.7  /  5.2 ,48.0%,3.0%,202,0.1%,"266,125"
13,14,Fade,0.92, 13.7  /  14.9  /  6 ,48.9%,3.0%,195,0.1%,"259,467"
14,15,KAY/O,0.89, 13.5  /  15.2  /  8 ,46.3%,2.8%,198,0.1%,"243,938"
15,16,Neon,0.98, 15.5  /  15.8  /  4.2 ,47.3%,2.4%,222,0.1%,"206,600"
16,17,Chamber,1.04, 15.4  /  14.7  /  3.4 ,47.8%,2.3%,214,0.1%,"204,452"
17,18,Breach,0.93, 14.2  /  15.2  /  5.9 ,48.6%,2.1%,203,0.1%,"184,689"
18,19,Yoru,0.98, 15  /  15.3  /  4.5 ,46.5%,2.1%,214,0.1%,"180,191"
19,20,Astra,1.02, 14.8  /  14.5  /  5.7 ,49.1%,1.4%,207,0.1%,"120,589"
20,21,Harbor,0.89, 13.4  /  15.1  /  5.5 ,45.7%,0.9%,192,0.1%,"78,067"
