,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.3  /  16  /  3.7 ,49.0%,13.9%,238,0.1%,"778,615"
1,2,Omen,0.98, 14.8  /  15.2  /  7.7 ,48.8%,12.1%,204,0.1%,"675,847"
2,3,Reyna,1.12, 17.7  /  15.8  /  4.5 ,49.6%,10.4%,244,0.1%,"583,017"
3,4,Sage,0.92, 13.8  /  15  /  7.1 ,50.0%,7.8%,192,0.1%,"439,615"
4,5,Sova,1, 14.7  /  14.7  /  5.7 ,49.8%,7.5%,205,0.1%,"417,870"
5,6,Killjoy,1, 14.5  /  14.5  /  3.6 ,50.0%,7.1%,200,0.1%,"397,705"
6,7,Skye,0.94, 14.4  /  15.3  /  7.7 ,48.9%,5.4%,199,0.1%,"300,369"
7,8,Raze,1.04, 16.6  /  15.9  /  4.7 ,49.3%,5.0%,237,0.1%,"278,512"
8,9,Brimstone,0.96, 14.4  /  15  /  9.1 ,51.1%,4.9%,203,0.1%,"272,962"
9,10,Chamber,1.07, 16.1  /  15  /  2.9 ,48.0%,3.8%,216,0.1%,"215,534"
10,11,Phoenix,1.11, 17.3  /  15.6  /  4.7 ,50.8%,3.8%,241,0.1%,"210,386"
11,12,Cypher,1.01, 14.8  /  14.7  /  4.7 ,49.0%,3.7%,201,0.1%,"209,003"
12,13,Breach,0.94, 14.5  /  15.4  /  7.1 ,48.4%,2.8%,200,0.1%,"159,462"
13,14,Gekko,0.94, 14.2  /  15.2  /  5 ,49.3%,2.6%,194,0.1%,"147,693"
14,15,Fade,0.95, 14.4  /  15.2  /  6.7 ,48.7%,2.3%,199,0.1%,"126,995"
15,16,KAY/O,0.91, 14.3  /  15.7  /  9.1 ,45.1%,2.1%,204,0.1%,"117,596"
16,17,Astra,1.02, 15.1  /  14.8  /  6.8 ,48.5%,1.8%,205,0.1%,"100,190"
17,18,Yoru,1, 15.8  /  15.7  /  4.6 ,47.6%,1.1%,218,0.1%,"59,128"
18,19,Neon,0.96, 15.9  /  16.5  /  4.1 ,46.2%,1.0%,222,0.1%,"54,621"
19,20,Viper,0.98, 14.5  /  14.9  /  5.8 ,47.5%,0.7%,203,0.1%,"39,030"
20,21,Harbor,0.9, 14  /  15.4  /  6.3 ,44.5%,0.4%,193,0.1%,"20,047"
