,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.6  /  16.1  /  3.5 ,49.8%,13.2%,240,0.1%,"10,380"
1,2,Killjoy,1.05, 15.2  /  14.5  /  3.5 ,50.3%,9.9%,207,0.2%,"7,796"
2,3,Raze,1.06, 17.1  /  16.1  /  4.7 ,49.7%,9.6%,243,0.1%,"7,523"
3,4,Omen,0.99, 15  /  15.2  /  7.9 ,50.3%,9.5%,205,0.1%,"7,436"
4,5,Breach,0.94, 14.4  /  15.3  /  7.9 ,49.4%,8.9%,196,0.1%,"6,951"
5,6,Reyna,1.14, 17.9  /  15.7  /  4.3 ,50.7%,7.8%,243,0.1%,"6,076"
6,7,Gekko,1, 15  /  15  /  5.4 ,51.0%,7.6%,200,0.2%,"5,930"
7,8,Chamber,1.12, 16.9  /  15.2  /  2.6 ,49.0%,5.0%,222,0.1%,"3,927"
8,9,Skye,0.96, 14.6  /  15.1  /  8.5 ,51.9%,3.9%,199,0.1%,"3,051"
9,10,Harbor,0.96, 14.7  /  15.2  /  6.5 ,46.3%,3.8%,198,0.1%,"2,987"
10,11,Astra,1.04, 15.3  /  14.6  /  7 ,49.5%,3.1%,204,0.2%,"2,457"
11,12,Cypher,1.04, 15.3  /  14.7  /  4.4 ,48.4%,3.0%,205,0.2%,"2,343"
12,13,Fade,0.96, 14.7  /  15.3  /  6.8 ,46.1%,2.7%,201,0.1%,"2,119"
13,14,Brimstone,1.02, 15.3  /  14.9  /  9.5 ,56.2%,2.6%,210,0.2%,"2,049"
14,15,Sage,0.98, 14.7  /  15.1  /  7 ,51.8%,2.6%,201,0.1%,"2,020"
15,16,Phoenix,1.09, 17.3  /  15.9  /  4.7 ,46.2%,1.6%,238,0.1%,"1,240"
16,17,KAY/O,0.92, 14.6  /  15.9  /  10.1 ,41.0%,1.5%,207,0.1%,"1,200"
17,18,Neon,0.95, 16.4  /  17.2  /  4.2 ,46.0%,1.2%,225,0.1%,967
18,19,Sova,0.98, 14.8  /  15.1  /  6.2 ,48.0%,1.1%,205,0.1%,888
19,20,Yoru,1.02, 16.6  /  16.2  /  4.1 ,43.6%,0.7%,223,0.1%,587
20,21,Viper,1.02, 15.7  /  15.5  /  6.2 ,44.9%,0.6%,211,0.1%,470
