,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.5  /  15.9  /  3.7 ,49.3%,13.5%,241,0.1%,"852,504"
1,2,Omen,0.98, 14.9  /  15.1  /  7.5 ,48.7%,11.7%,206,0.1%,"735,198"
2,3,Reyna,1.14, 17.9  /  15.7  /  4.5 ,50.1%,10.9%,247,0.1%,"687,687"
3,4,Sage,0.93, 13.9  /  15  /  7.1 ,50.2%,8.2%,192,0.1%,"518,907"
4,5,Sova,1.01, 14.8  /  14.7  /  5.7 ,50.0%,6.9%,206,0.1%,"436,251"
5,6,Killjoy,1, 14.5  /  14.5  /  3.6 ,50.3%,6.9%,200,0.1%,"432,243"
6,7,Skye,0.95, 14.4  /  15.2  /  7.7 ,49.1%,5.2%,200,0.1%,"327,750"
7,8,Raze,1.05, 16.7  /  15.9  /  4.7 ,49.6%,5.2%,239,0.1%,"325,145"
8,9,Brimstone,0.96, 14.4  /  15  /  8.9 ,50.9%,5.1%,204,0.1%,"318,088"
9,10,Phoenix,1.12, 17.4  /  15.6  /  4.7 ,50.6%,3.8%,243,0.1%,"239,986"
10,11,Chamber,1.08, 16.1  /  15  /  2.9 ,48.1%,3.8%,217,0.1%,"239,078"
11,12,Cypher,1.01, 14.9  /  14.7  /  4.8 ,49.3%,3.6%,202,0.1%,"223,797"
12,13,Gekko,0.94, 14.2  /  15.1  /  5 ,49.3%,2.8%,195,0.1%,"176,586"
13,14,Breach,0.94, 14.5  /  15.4  /  6.9 ,48.5%,2.8%,202,0.1%,"175,380"
14,15,Fade,0.96, 14.5  /  15.1  /  6.6 ,49.4%,2.3%,201,0.1%,"143,759"
15,16,KAY/O,0.92, 14.4  /  15.6  /  9 ,45.5%,2.2%,205,0.1%,"136,393"
16,17,Astra,1.03, 15.1  /  14.7  /  6.7 ,49.1%,1.7%,206,0.1%,"107,445"
17,18,Yoru,1.01, 15.9  /  15.7  /  4.5 ,47.3%,1.1%,219,0.1%,"70,100"
18,19,Neon,0.97, 16  /  16.5  /  4.1 ,46.7%,1.1%,225,0.1%,"68,744"
19,20,Viper,0.98, 14.6  /  14.8  /  5.8 ,47.9%,0.9%,203,0.1%,"53,620"
20,21,Harbor,0.91, 14  /  15.4  /  6.2 ,44.7%,0.4%,194,0.1%,"24,531"
