,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.92, 13  /  14.1  /  6.6 ,51.3%,16.4%,191,0.1%,"2,227,119"
1,2,Reyna,1.12, 16.6  /  14.8  /  4.6 ,51.2%,12.9%,245,0.2%,"1,744,557"
2,3,Jett,1.08, 16.1  /  14.9  /  3.9 ,50.9%,11.0%,235,0.2%,"1,485,528"
3,4,Raze,1.02, 15.2  /  15  /  5 ,50.5%,10.4%,232,0.1%,"1,415,964"
4,5,Omen,0.96, 14.2  /  14.7  /  3.8 ,49.9%,8.3%,206,0.1%,"1,122,612"
5,6,Sova,0.94, 13.4  /  14.2  /  5.7 ,50.3%,7.6%,201,0.1%,"1,029,588"
6,7,Killjoy,0.96, 13.3  /  13.9  /  4.2 ,52.2%,7.0%,198,0.1%,"955,689"
7,8,Phoenix,1.02, 15  /  14.7  /  4.3 ,49.8%,6.3%,223,0.2%,"848,538"
8,9,Brimstone,0.93, 13.6  /  14.6  /  5.1 ,50.4%,5.4%,202,0.1%,"727,515"
9,10,Cypher,0.94, 13.3  /  14.1  /  4.8 ,49.1%,3.8%,194,0.1%,"521,220"
10,11,Viper,0.94, 13.4  /  14.3  /  4.2 ,49.5%,2.8%,198,0.1%,"375,666"
11,12,Yoru,0.94, 14  /  15  /  3.9 ,45.6%,2.5%,206,0.1%,"337,518"
12,13,Breach,0.9, 13.5  /  15  /  5.2 ,48.9%,2.5%,200,0.1%,"333,795"
13,14,Skye,0.88, 12.8  /  14.6  /  4.4 ,48.6%,2.0%,188,0.1%,"276,012"
14,15,Astra,0.97, 13.9  /  14.3  /  4 ,49.6%,1.2%,200,0.1%,"159,732"
