,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.12, 18  /  16  /  3.3 ,50.8%,17.6%,242,0.2%,"5,657",Duelist
1,2,Brimstone,1.05, 15.5  /  14.8  /  10.7 ,51.0%,16.6%,213,0.1%,"5,334",Controller
2,3,Breach,0.95, 14.5  /  15.3  /  8.3 ,47.4%,15.3%,194,0.1%,"4,920",Initiator
3,4,Raze,1.08, 17.3  /  16  /  4.2 ,50.2%,13.4%,241,0.2%,"4,318",Duelist
4,5,Killjoy,1.09, 16  /  14.7  /  3.1 ,48.5%,9.0%,214,0.1%,"2,907",Sentinel
5,6,Cypher,1.07, 15.7  /  14.7  /  4.2 ,50.4%,5.8%,207,0.1%,"1,856",Sentinel
6,7,Reyna,1.16, 18  /  15.6  /  4.2 ,51.9%,5.4%,242,0.2%,"1,750",Duelist
7,8,Chamber,1.13, 17.3  /  15.4  /  2.5 ,46.1%,3.4%,227,0.2%,"1,099",Sentinel
8,9,Deadlock,1.08, 16.2  /  15  /  3.2 ,47.1%,2.4%,214,0.1%,766,Sentinel
9,10,Fade,1.07, 15.9  /  14.8  /  6.4 ,52.2%,2.2%,211,0.1%,719,Initiator
10,11,Neon,1.01, 16.9  /  16.7  /  4.3 ,50.2%,1.8%,231,0.2%,570,Duelist
11,12,Sage,0.98, 14.9  /  15.2  /  6.8 ,54.6%,1.4%,201,0.1%,454,Sentinel
12,13,Yoru,1.0, 15.9  /  15.9  /  4.3 ,48.6%,1.1%,215,0.2%,360,Duelist
13,14,Skye,1.03, 15.4  /  14.9  /  7.8 ,47.3%,1.1%,206,0.1%,351,Initiator
14,15,Viper,1.02, 16  /  15.7  /  6.1 ,51.0%,0.9%,211,0.1%,298,Controller
15,16,Phoenix,1.12, 17.7  /  15.8  /  4.8 ,46.4%,0.7%,239,0.1%,,Duelist
16,17,Sova,1.09, 16.3  /  14.9  /  6.3 ,57.9%,0.7%,218,0.1%,216,Initiator
17,18,KAY/O,0.97, 14.7  /  15.2  /  10 ,43.6%,0.7%,212,0.1%,211,Initiator
18,19,Astra,1.15, 16.4  /  14.3  /  7.3 ,54.8%,0.4%,216,0.1%,115,Controller
19,20,Omen,1.14, 15.2  /  13.3  /  7.6 ,66.7%,0.0%,206,9,,Controller
20,21,Gekko,1.09, 17.6  /  16.1  /  5.4 ,87.5%,0.0%,212,0.2%,8,Initiator
