,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.72, 10.1  /  14  /  5.9 ,52.2%,13.5%,149,0.1%,"2,697",Sentinel
1,2,Reyna,0.95, 13.9  /  14.6  /  4.5 ,47.4%,10.7%,204,0.1%,"2,130",Duelist
2,3,Raze,0.91, 12.6  /  13.8  /  4.7 ,51.9%,8.2%,198,0.1%,"1,642",Duelist
3,4,Jett,0.89, 12.7  /  14.3  /  3.5 ,49.0%,7.1%,190,0.1%,"1,421",Duelist
4,5,Omen,0.8, 11.7  /  14.7  /  4.6 ,45.7%,6.0%,173,0.1%,"1,196",Controller
5,6,Fade,0.73, 10.5  /  14.5  /  5.6 ,50.3%,5.8%,159,0.1%,"1,164",Initiator
6,7,Phoenix,0.81, 11.7  /  14.6  /  4.1 ,45.8%,5.7%,176,0.1%,"1,139",Duelist
7,8,Yoru,0.76, 11.3  /  14.9  /  3.9 ,43.8%,5.5%,168,0.1%,"1,092",Duelist
8,9,Sova,0.79, 10.9  /  13.8  /  4.7 ,51.0%,5.4%,168,0.1%,"1,075",Initiator
9,10,Killjoy,0.83, 11.3  /  13.6  /  4.3 ,50.3%,5.2%,171,0.2%,"1,037",Sentinel
10,11,Neon,0.76, 11.4  /  15  /  3.7 ,47.1%,5.0%,172,0.1%,999,Duelist
11,12,Viper,0.77, 10.8  /  14.1  /  4.6 ,51.3%,4.4%,163,0.1%,874,Controller
12,13,Skye,0.76, 10.5  /  13.7  /  6.8 ,55.0%,3.5%,161,0.1%,700,Initiator
13,14,Brimstone,0.83, 11.6  /  13.9  /  5.6 ,49.6%,3.4%,174,0.2%,681,Controller
14,15,KAY/O,0.74, 11  /  14.9  /  7.4 ,47.6%,2.8%,168,0.1%,557,Initiator
15,16,Cypher,0.81, 11.4  /  14.1  /  5.2 ,50.5%,2.8%,164,0.2%,554,Sentinel
16,17,Chamber,0.85, 12  /  14  /  3.1 ,44.1%,2.0%,174,0.1%,401,Sentinel
17,18,Breach,0.77, 10.8  /  14  /  5.2 ,53.2%,1.3%,166,0.1%,250,Initiator
18,19,Harbor,0.68, 10  /  14.7  /  4.7 ,42.6%,1.2%,151,0.2%,237,Controller
19,20,Astra,0.8, 10.4  /  12.9  /  4.6 ,45.8%,0.7%,163,0.1%,144,Controller
