,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.17, 18.1  /  15.5  /  4.5 ,50.6%,11.4%,252,0.1%,"28,423"
1,2,Sage,0.92, 13.6  /  14.8  /  7 ,51.1%,8.8%,191,0.1%,"21,946"
2,3,Jett,1.11, 17.4  /  15.7  /  3.8 ,49.7%,8.3%,243,0.1%,"20,646"
3,4,Omen,0.99, 15  /  15.1  /  6.4 ,49.4%,7.6%,208,0.1%,"18,932"
4,5,Raze,1.07, 16.7  /  15.7  /  5 ,51.2%,7.3%,244,0.1%,"18,070"
5,6,Killjoy,0.99, 14.2  /  14.3  /  3.8 ,49.8%,6.8%,200,0.2%,"16,999"
6,7,Gekko,0.95, 14.3  /  14.9  /  5 ,50.9%,5.7%,197,0.1%,"14,202"
7,8,Skye,0.93, 14.1  /  15  /  7.7 ,49.0%,4.7%,198,0.1%,"11,608"
8,9,Brimstone,0.98, 14.5  /  14.8  /  7.9 ,51.8%,4.6%,207,0.1%,"11,391"
9,10,Breach,0.94, 14.5  /  15.4  /  6.6 ,48.4%,4.4%,203,0.1%,"11,027"
10,11,Fade,0.94, 14.3  /  15.2  /  6.3 ,48.4%,3.8%,199,0.1%,"9,427"
11,12,Chamber,1.09, 16.2  /  14.8  /  3.1 ,48.8%,3.5%,221,0.1%,"8,747"
12,13,Phoenix,1.12, 17.2  /  15.3  /  4.7 ,51.5%,3.5%,242,0.1%,"8,597"
13,14,Cypher,1.01, 14.6  /  14.5  /  4.8 ,49.7%,3.3%,201,0.2%,"8,125"
14,15,KAY/O,0.91, 14.1  /  15.6  /  8.9 ,46.6%,3.2%,203,0.1%,"7,986"
15,16,Viper,1, 14.7  /  14.7  /  5.5 ,48.4%,2.5%,205,0.1%,"6,277"
16,17,Sova,0.96, 14.4  /  15  /  5.4 ,45.9%,2.5%,204,0.1%,"6,246"
17,18,Harbor,0.93, 14.1  /  15.3  /  5.8 ,48.3%,2.3%,196,0.1%,"5,811"
18,19,Neon,1, 16.3  /  16.3  /  4.3 ,46.4%,2.3%,231,0.1%,"5,660"
19,20,Astra,1.03, 15  /  14.6  /  5.9 ,50.3%,1.9%,206,0.2%,"4,683"
20,21,Yoru,1, 15.4  /  15.5  /  4.3 ,46.5%,1.6%,217,0.1%,"3,943"
