,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.13, 17.7  /  15.7  /  3.7 ,50.7%,16.2%,245,0.2%,"1,148,367"
1,2,Reyna,1.12, 17.6  /  15.7  /  4 ,50.8%,15.4%,244,0.2%,"1,092,216"
2,3,Sage,0.95, 14.1  /  14.8  /  6.9 ,50.6%,13.0%,192,0.1%,"920,703"
3,4,Sova,0.99, 14.5  /  14.6  /  6.1 ,50.9%,8.1%,204,0.1%,"570,486"
4,5,Omen,0.97, 14.9  /  15.3  /  5.5 ,49.6%,7.0%,202,0.1%,"495,618"
5,6,Raze,1.04, 16.5  /  15.9  /  4.9 ,50.9%,6.4%,239,0.2%,"450,279"
6,7,Skye,0.95, 14.5  /  15.3  /  5.8 ,49.3%,6.1%,199,0.1%,"434,367"
7,8,Killjoy,0.99, 14.3  /  14.4  /  3.9 ,50.5%,6.1%,202,0.1%,"430,389"
8,9,Viper,0.99, 14.5  /  14.6  /  5.3 ,50.2%,5.9%,200,0.1%,"419,424"
9,10,Cypher,0.98, 14.4  /  14.7  /  4.1 ,48.8%,3.9%,197,0.1%,"277,440"
10,11,Brimstone,0.97, 14.6  /  15  /  6.9 ,51.5%,3.3%,203,0.1%,"235,161"
11,12,Astra,1.01, 14.8  /  14.7  /  5.3 ,49.2%,2.7%,200,0.1%,"191,199"
12,13,Phoenix,1.05, 16.4  /  15.6  /  3.9 ,50.0%,2.0%,231,0.2%,"141,474"
13,14,Breach,0.93, 14.4  /  15.5  /  5.4 ,48.1%,1.6%,200,0.1%,"109,803"
14,15,KAY/O,0.92, 14.3  /  15.5  /  7.5 ,46.9%,1.4%,200,0.1%,"99,195"
15,16,Yoru,0.96, 15.1  /  15.8  /  3.3 ,42.6%,0.9%,211,0.2%,"64,668"
