,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.95, 13.8  /  14.5  /  6.8 ,51.3%,14.8%,198,0.1%,"2,932,959"
1,2,Reyna,1.18, 18  /  15.3  /  4.6 ,51.6%,14.1%,258,0.2%,"2,790,975"
2,3,Jett,1.16, 17.9  /  15.4  /  3.9 ,51.1%,13.7%,255,0.2%,"2,716,056"
3,4,Omen,0.98, 14.8  /  15.1  /  3.8 ,50.1%,9.0%,209,0.1%,"1,776,789"
4,5,Raze,1.08, 16.6  /  15.5  /  5 ,51.5%,8.6%,247,0.2%,"1,706,970"
5,6,Sova,1, 14.4  /  14.4  /  6 ,50.3%,7.3%,210,0.1%,"1,451,613"
6,7,Killjoy,0.97, 13.9  /  14.3  /  4 ,50.6%,6.6%,202,0.1%,"1,309,578"
7,8,Phoenix,1.09, 16.6  /  15.2  /  4.3 ,50.2%,5.0%,240,0.2%,"995,826"
8,9,Viper,0.99, 14.3  /  14.4  /  5 ,50.4%,4.6%,206,0.1%,"906,270"
9,10,Brimstone,0.96, 14.3  /  14.9  /  5.2 ,50.3%,4.4%,207,0.1%,"872,304"
10,11,Cypher,0.97, 14.2  /  14.5  /  4.9 ,49.1%,3.4%,201,0.1%,"681,360"
11,12,Skye,0.95, 14.1  /  14.9  /  4.8 ,48.5%,2.9%,202,0.1%,"579,054"
12,13,Breach,0.91, 14.1  /  15.5  /  5.5 ,46.7%,2.2%,203,0.1%,"426,870"
13,14,Yoru,0.98, 15.1  /  15.4  /  4 ,45.2%,1.9%,218,0.2%,"378,063"
14,15,Astra,1.01, 14.6  /  14.5  /  4.1 ,49.3%,1.2%,206,0.1%,"237,303"
